Transaction_ID,User_ID,Date,Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Daily_Transaction_Count,Card_Age,Card_Type,Fraud_Label
DBD91069-B71,USER_2971,2025-11-07 09:41:59,26.06,POS,76264.81,Mobile,Berlin,Retail,0,9,33,Visa,0
9080E78C-736,USER_7466,2026-02-11 01:34:21,1671.21,ATM,3726.13,Mobile,Tokyo,Utilities,0,10,114,Discover,0
33E55A10-331,USER_6773,2025-12-08 12:42:10,34.6,POS,31960.94,Mobile,Dubai,Finance,0,3,9,Visa,0
13E0255D-851,USER_2679,2026-02-12 08:59:19,19.7,Online,12456.38,Mobile,Sydney,Utilities,0,14,62,Discover,0
C56E1788-880,USER_9252,2026-01-07 18:53:11,60.3,POS,51446.74,Laptop,Mumbai,Travel,0,13,19,Amex,0
9926C323-AB0,USER_2670,2026-05-05 17:16:03,18.12,POS,56061.85,Mobile,New York,Utilities,0,14,95,Mastercard,0
F27E91BD-B66,USER_9484,2025-09-30 19:17:26,507.02,POS,36183.17,Mobile,Berlin,Food & Beverage,0,3,96,Mastercard,0
D88CC1CA-B68,USER_6831,2025-11-08 11:47:20,67.65,Mobile,5918.02,Laptop,London,Electronics,0,13,56,Amex,0
7E0EB81E-965,USER_7613,2025-11-04 09:20:39,20.21,ATM,52321.86,Mobile,New York,Utilities,0,2,22,Visa,0
2FC2F956-C9F,USER_1896,2025-10-04 13:30:28,18.98,POS,81306.64,Mobile,Singapore,Retail,0,7,63,Amex,0
06D03CEB-57C,USER_5455,2026-04-07 18:18:18,333.5,Mobile,39588.61,Mobile,Toronto,Food & Beverage,0,11,54,Mastercard,0
DF18E5F8-B69,USER_3877,2026-05-26 08:01:38,122.64,Online,62795.13,Laptop,Tokyo,Electronics,0,6,56,Mastercard,0
F15AD6BD-A1B,USER_9283,2026-03-28 13:15:44,499.54,Online,7885.48,Tablet,New York,Retail,0,3,101,Visa,0
CF239029-FA3,USER_4835,2025-09-08 10:40:49,140.3,Wire Transfer,27119.81,Laptop,Dubai,Finance,0,8,57,Discover,0
EA789FF9-A25,USER_9431,2026-03-23 01:19:03,29.91,Online,17324.45,Laptop,Dubai,Food & Beverage,0,8,84,Discover,0
AE656900-3E2,USER_9017,2026-01-13 02:56:53,58.13,Wire Transfer,88567.18,Mobile,Toronto,Entertainment,0,14,3,Discover,0
AF3329CB-03D,USER_1866,2025-08-06 01:04:11,62.56,ATM,28382.3,Laptop,New York,Healthcare,0,3,9,Visa,0
5A73CE3E-3A8,USER_6858,2025-12-16 05:12:33,41.29,Online,69111.66,Mobile,Singapore,Healthcare,0,7,66,Mastercard,0
A80123A0-D89,USER_9593,2026-05-01 06:48:07,30.46,POS,34914.95,Laptop,London,Healthcare,0,9,32,Discover,0
1BCC35C2-267,USER_8311,2026-05-25 21:02:39,491.15,Online,77838.68,Mobile,Dubai,Electronics,0,12,36,Visa,0
E9A422C6-DBA,USER_2512,2025-10-13 00:49:16,52.22,POS,67130.29,Mobile,Dubai,Retail,0,10,17,Amex,0
62CC8F07-43C,USER_2327,2026-06-14 21:56:46,50.59,Mobile,54131.32,Mobile,London,Entertainment,0,1,19,Amex,0
4C5E6FBA-30E,USER_7599,2025-07-14 03:09:14,64.08,POS,73062.09,Mobile,Tokyo,Food & Beverage,0,12,114,Amex,0
FF32C229-496,USER_3545,2025-10-10 13:45:44,931.62,Online,14376.84,Tablet,Mumbai,Utilities,1,9,30,Discover,1
9B968E05-13D,USER_9480,2025-10-18 22:37:19,139.07,ATM,21373.73,Laptop,London,Utilities,0,2,107,Discover,0
8DC8508F-F5A,USER_5824,2026-01-15 17:20:22,219.41,Online,40490.11,Laptop,Sydney,Healthcare,0,8,80,Amex,0
67D89139-464,USER_3347,2026-01-03 06:34:44,73.96,POS,5025.06,Laptop,Toronto,Retail,0,10,77,Mastercard,0
E72386FB-5E4,USER_5307,2026-01-28 13:29:22,96.84,POS,81115.72,Desktop,New York,Electronics,0,7,33,Discover,0
87103BFC-E33,USER_5340,2025-07-15 14:30:17,146.11,Online,79798.27,Desktop,Dubai,Retail,0,4,64,Amex,0
619A0402-284,USER_4850,2025-08-24 13:47:06,69.24,ATM,5937.17,Laptop,Paris,Finance,0,3,19,Mastercard,0
05279CC3-053,USER_7219,2026-01-16 16:12:33,70.03,ATM,47938.78,Mobile,New York,Utilities,0,1,3,Mastercard,0
C25EADDC-17E,USER_1722,2026-03-21 08:04:27,50.75,Online,33626.91,Mobile,Toronto,Travel,0,1,113,Visa,0
E5B0378B-176,USER_9807,2026-05-31 12:15:33,139.86,Online,80488.6,Tablet,Mumbai,Entertainment,0,12,77,Discover,0
9032BB3F-50F,USER_5563,2025-08-09 12:30:52,375.83,Mobile,39731.83,Mobile,Berlin,Entertainment,0,10,46,Amex,0
E667C13C-6AB,USER_7928,2025-10-25 14:40:12,238.77,Mobile,3355.08,Mobile,Singapore,Finance,0,9,18,Visa,0
9C846B58-481,USER_9038,2026-01-29 05:40:29,51.11,Online,75536.81,Desktop,New York,Electronics,0,4,2,Visa,0
020A2987-65F,USER_4091,2026-03-23 22:53:53,496.74,POS,57600.92,Mobile,London,Travel,0,3,56,Visa,0
64CEF9D9-7B9,USER_7153,2025-10-25 12:10:50,30.6,POS,41080.01,Mobile,Toronto,Finance,0,12,16,Mastercard,0
49467A1A-1AF,USER_6314,2026-03-21 06:00:31,100.0,Online,2822.29,Mobile,Tokyo,Entertainment,1,18,32,Visa,1
9EA1E74A-ABC,USER_9178,2026-03-25 15:16:26,1895.29,Online,394.75,Mobile,Dubai,Finance,0,16,24,Visa,1
D67065D5-6F7,USER_9835,2026-04-23 07:14:11,48.35,ATM,40227.04,Tablet,Berlin,Utilities,0,7,72,Mastercard,0
7B7D3165-53B,USER_3634,2025-07-31 18:17:20,205.82,ATM,84276.05,Laptop,Mumbai,Healthcare,0,13,4,Discover,0
FD191E56-7AB,USER_9535,2026-02-16 08:02:12,96.84,Online,12648.87,Mobile,Dubai,Electronics,0,12,31,Discover,0
F24EB8E7-F9D,USER_5291,2025-09-18 18:12:38,169.71,Online,77495.67,Tablet,Dubai,Food & Beverage,0,9,60,Mastercard,0
5F4F8CFA-EAA,USER_3698,2025-10-30 10:08:03,832.59,ATM,17646.45,Mobile,Sydney,Food & Beverage,1,6,3,Visa,1
3FEFBC9C-AB2,USER_3544,2026-04-24 07:16:35,81.06,ATM,43269.54,Mobile,Sydney,Travel,0,14,68,Visa,0
B8D4E095-E8E,USER_8328,2026-05-25 20:34:38,32.34,Wire Transfer,30414.86,Mobile,Singapore,Retail,0,7,85,Amex,0
EC7C4109-C3A,USER_1461,2025-12-20 22:06:56,28.82,Mobile,72657.75,Mobile,Singapore,Utilities,0,11,32,Visa,0
291BA145-A36,USER_9549,2026-03-28 11:40:41,73.24,Online,18856.8,Mobile,Sydney,Entertainment,0,10,71,Discover,0
ED1F7DD4-8BE,USER_6885,2025-07-07 18:00:58,11.41,ATM,72259.91,Mobile,Dubai,Healthcare,0,14,61,Amex,0
1DF499EC-EA4,USER_6854,2026-06-21 09:31:25,27.68,Online,1681.16,Laptop,Paris,Entertainment,0,3,49,Discover,0
269F1091-463,USER_1915,2025-11-30 08:23:01,105.33,Online,531.92,Mobile,Toronto,Entertainment,0,4,24,Mastercard,0
579DC6EF-0E4,USER_7895,2026-03-01 20:23:13,1444.93,Online,12978.79,Tablet,New York,Healthcare,0,20,23,Visa,1
0A52951F-B57,USER_8838,2026-05-17 03:35:29,20.42,Online,73519.06,Mobile,London,Travel,0,13,115,Discover,0
F17ACEBA-601,USER_8929,2026-01-24 16:19:09,85.1,POS,10162.83,Desktop,Singapore,Entertainment,0,5,103,Amex,0
77882574-CBF,USER_8370,2025-12-08 11:55:44,163.08,ATM,9586.38,Mobile,Mumbai,Utilities,0,8,102,Visa,0
2B6727AA-FB3,USER_7442,2025-08-13 16:40:05,218.11,Online,15228.06,Tablet,Berlin,Entertainment,0,4,65,Discover,0
7E6F90D7-8CA,USER_8746,2026-06-15 06:31:33,1075.62,ATM,40444.66,Mobile,Paris,Finance,0,4,84,Discover,0
905D7FD7-1B2,USER_1576,2025-12-24 19:04:47,28.17,Online,57797.65,Mobile,Singapore,Electronics,0,10,63,Amex,0
F128513B-453,USER_2415,2025-08-19 14:43:18,69.68,Online,19439.53,Mobile,New York,Food & Beverage,0,3,83,Discover,0
4C27F49A-CAD,USER_7671,2025-09-18 15:47:31,7.06,ATM,4907.21,Tablet,New York,Healthcare,0,10,106,Discover,0
8FF3B40C-1AE,USER_7483,2026-01-02 14:43:12,75.68,ATM,92432.79,Mobile,New York,Food & Beverage,0,10,45,Mastercard,0
7B223DC9-130,USER_6166,2025-09-20 00:47:29,96.86,POS,37615.38,Mobile,Dubai,Food & Beverage,0,1,11,Discover,0
90B18B67-7A7,USER_1197,2026-03-08 18:34:47,7.58,POS,36750.37,Mobile,Tokyo,Retail,0,6,30,Mastercard,0
DEF21B8C-5BB,USER_1402,2025-07-10 01:01:07,84.17,Online,17305.87,Mobile,Toronto,Entertainment,0,7,17,Amex,0
E837EE03-729,USER_6266,2025-09-29 13:02:56,72.62,Wire Transfer,43866.72,Mobile,Sydney,Travel,0,12,1,Amex,0
364E4D77-623,USER_8235,2026-05-17 13:47:26,534.61,Online,10293.21,Desktop,Dubai,Entertainment,0,7,94,Visa,0
4EEDA4A9-B63,USER_3318,2026-03-08 03:46:05,79.85,Wire Transfer,54536.27,Laptop,New York,Healthcare,0,11,81,Mastercard,0
07716F8F-5CB,USER_1442,2026-05-26 04:40:44,79.62,POS,65261.21,Mobile,Mumbai,Utilities,0,9,6,Visa,0
61CF7BB4-485,USER_6847,2026-03-22 01:27:13,138.69,Wire Transfer,2462.11,Tablet,Toronto,Food & Beverage,0,14,30,Amex,0
17A23249-F03,USER_8704,2026-04-25 15:32:57,32.52,Online,61113.99,Mobile,Sydney,Food & Beverage,0,4,57,Amex,0
493D8444-E74,USER_3418,2025-09-17 04:46:46,46.22,Online,906.52,Mobile,Sydney,Electronics,0,4,93,Amex,0
86728756-5B7,USER_4180,2025-07-02 12:28:35,94.36,Mobile,18630.67,Desktop,Toronto,Food & Beverage,0,12,43,Visa,0
3C13EA23-6BD,USER_1531,2026-01-18 23:43:20,55.47,Mobile,98779.44,Desktop,Singapore,Travel,0,2,61,Discover,0
65CBB6D4-A2D,USER_6132,2025-12-20 12:34:30,119.88,Online,37073.6,Tablet,Berlin,Healthcare,0,8,38,Discover,0
B767F24D-CCF,USER_5579,2026-02-11 06:06:21,26.9,POS,66255.65,Tablet,Singapore,Entertainment,0,14,48,Amex,0
3EEC1039-26D,USER_9101,2026-05-04 18:12:19,83.84,POS,6034.31,Mobile,New York,Electronics,0,5,73,Amex,0
A4703C4F-279,USER_4145,2025-11-13 00:40:12,14.57,Mobile,82507.28,Mobile,Tokyo,Food & Beverage,0,10,36,Visa,0
29F37AF7-9D6,USER_3779,2026-02-15 05:31:06,133.18,Mobile,45287.37,Laptop,Tokyo,Food & Beverage,0,2,59,Visa,0
49E498DD-C72,USER_6315,2026-02-16 02:02:44,36.1,Online,74788.61,Desktop,Tokyo,Travel,1,4,20,Amex,0
202B2C58-E30,USER_6582,2025-10-15 15:31:27,206.02,ATM,38744.33,Laptop,Berlin,Retail,0,3,64,Amex,0
48BF9D27-696,USER_8742,2025-10-01 02:35:47,103.95,ATM,8690.37,Mobile,Mumbai,Finance,0,5,77,Mastercard,0
6FD067F9-6DD,USER_8526,2025-07-12 04:58:21,87.73,ATM,90677.89,Laptop,Paris,Retail,0,14,19,Visa,0
92A5DDE5-B31,USER_3038,2025-08-08 16:41:35,27.98,Online,20687.66,Mobile,Paris,Healthcare,0,9,64,Discover,0
A9284813-80F,USER_8098,2025-07-20 12:26:32,283.07,Online,15134.92,Mobile,Sydney,Retail,1,35,32,Mastercard,1
5BF3FF77-17F,USER_4671,2026-06-03 10:03:20,26.5,Online,36143.67,Laptop,Dubai,Utilities,1,11,110,Amex,0
8A526127-7BB,USER_7612,2026-06-08 00:56:07,852.23,Online,29281.84,Laptop,Toronto,Utilities,0,8,70,Mastercard,0
95835B7C-7AA,USER_4480,2026-04-26 15:40:49,113.86,Online,90247.37,Mobile,Toronto,Retail,0,13,110,Amex,0
F7EFC707-D49,USER_3025,2025-12-01 13:19:05,103.17,Online,18875.99,Tablet,London,Food & Beverage,0,9,46,Mastercard,0
A22FC9F0-0CF,USER_2055,2025-10-05 06:34:37,218.67,ATM,72112.72,Laptop,London,Healthcare,0,14,108,Visa,0
956D4B4E-433,USER_5802,2025-11-09 10:22:45,141.88,Online,61916.63,Desktop,New York,Food & Beverage,0,9,118,Discover,0
79451ACD-17F,USER_5574,2026-03-25 04:49:09,83.5,POS,38816.57,Mobile,Singapore,Food & Beverage,0,1,20,Mastercard,0
B9C0F886-A03,USER_1590,2025-12-06 00:52:04,190.17,ATM,95993.43,Mobile,London,Utilities,0,7,117,Visa,0
AF64D1A3-DEC,USER_8338,2025-08-15 21:32:19,176.87,Online,78458.4,Mobile,Dubai,Retail,0,11,49,Discover,0
C479AC11-93E,USER_6196,2025-10-08 00:25:16,57.59,Mobile,69977.11,Laptop,Mumbai,Food & Beverage,0,3,64,Discover,0
876F7636-460,USER_5583,2026-01-29 14:19:11,367.37,Online,10561.4,Mobile,Toronto,Finance,1,23,10,Discover,1
27FF5BC4-C95,USER_4845,2026-05-11 15:23:39,101.46,Online,44485.59,Mobile,Sydney,Electronics,0,3,82,Visa,0
398F35B5-051,USER_8964,2026-05-22 08:03:26,244.2,POS,7986.43,Mobile,Toronto,Travel,1,31,15,Discover,1
907AD5A1-6BA,USER_9958,2026-02-21 11:57:29,139.33,Online,11735.62,Laptop,Mumbai,Healthcare,0,11,9,Visa,0
FC9432DD-004,USER_1244,2025-09-14 01:03:44,12.44,POS,75840.32,Mobile,Singapore,Retail,0,4,15,Discover,0
11FA8714-C47,USER_8719,2025-10-26 15:38:48,82.92,ATM,12706.51,Mobile,Berlin,Travel,0,6,113,Discover,0
C60B3FF0-C6A,USER_3910,2026-04-14 10:37:27,18.55,POS,29831.77,Tablet,London,Finance,0,12,91,Visa,0
6A6C33EC-9EE,USER_7088,2025-09-01 10:36:18,142.57,Mobile,26501.35,Mobile,Tokyo,Electronics,0,7,50,Visa,0
55738410-1CB,USER_5033,2025-09-11 01:08:01,151.76,Wire Transfer,14624.97,Mobile,Tokyo,Entertainment,0,3,97,Mastercard,0
9285AE65-AB4,USER_3554,2026-05-05 00:21:17,76.85,POS,44940.44,Tablet,Dubai,Finance,0,9,7,Visa,0
45A6CDBA-DC1,USER_1590,2026-04-07 04:58:52,28.76,POS,89161.18,Mobile,Tokyo,Healthcare,0,11,51,Amex,0
B6082D53-C5C,USER_4196,2026-05-14 02:44:35,122.55,POS,9420.4,Mobile,New York,Food & Beverage,0,4,60,Mastercard,0
3AA063BB-6CF,USER_2618,2026-01-04 04:58:06,237.1,ATM,90019.66,Mobile,London,Entertainment,0,12,106,Mastercard,0
3AB197EC-3A8,USER_8252,2025-09-10 13:37:36,777.59,Online,83684.9,Laptop,Paris,Entertainment,0,1,15,Visa,0
E2AD02E3-B37,USER_9028,2025-10-28 08:04:42,661.08,POS,83392.74,Mobile,London,Electronics,0,7,11,Discover,0
B0268017-80A,USER_9872,2026-02-24 01:22:48,35.09,Mobile,10574.79,Mobile,Singapore,Entertainment,0,10,79,Mastercard,0
15F48ECD-14D,USER_1409,2026-03-09 04:51:44,63.63,POS,1195.91,Mobile,Berlin,Entertainment,0,7,113,Mastercard,0
2FFC4CD3-085,USER_1754,2026-04-28 00:51:19,740.97,Mobile,46352.24,Laptop,Tokyo,Utilities,0,6,37,Mastercard,0
CD33CF15-796,USER_6768,2025-11-15 11:27:50,206.2,POS,67286.49,Tablet,Berlin,Entertainment,0,13,42,Discover,0
C4907489-93A,USER_5537,2026-04-24 09:46:30,361.91,Online,19045.24,Tablet,New York,Retail,1,30,18,Amex,1
AC68FA34-7F1,USER_9840,2026-06-20 09:43:56,98.5,Wire Transfer,92918.18,Mobile,Sydney,Healthcare,0,1,58,Visa,0
98521BB8-0DB,USER_1389,2025-09-06 19:37:15,191.34,Wire Transfer,56995.8,Mobile,Sydney,Entertainment,0,10,115,Visa,0
A222FA07-5BB,USER_9998,2026-06-15 22:16:37,16.47,Wire Transfer,24459.96,Desktop,New York,Entertainment,0,4,83,Visa,0
CFFC966F-480,USER_8083,2025-07-24 20:00:02,64.56,Mobile,90459.31,Mobile,Paris,Travel,0,11,20,Discover,0
20B0D591-1FF,USER_2313,2025-08-29 08:29:14,41.71,POS,87992.99,Tablet,Dubai,Electronics,0,11,82,Visa,0
23F33ABE-132,USER_6934,2026-01-16 02:31:34,28.61,Online,59049.05,Mobile,London,Utilities,0,3,46,Amex,0
39B0EFA6-1CE,USER_2120,2025-12-17 04:11:16,666.87,Online,9676.12,Mobile,Paris,Finance,0,22,33,Mastercard,1
83AA029C-DBB,USER_3384,2026-01-01 19:26:05,165.52,POS,16189.02,Laptop,Toronto,Entertainment,0,10,79,Mastercard,0
476758E1-690,USER_3722,2026-04-24 12:57:30,42.07,ATM,66549.11,Laptop,London,Utilities,0,1,14,Visa,0
6F17DACE-A60,USER_1339,2025-12-20 02:45:52,1362.24,Wire Transfer,1058.1,Desktop,Dubai,Finance,0,33,3,Amex,1
32367836-16A,USER_3255,2026-01-26 11:04:55,408.12,POS,92037.39,Mobile,Berlin,Finance,0,4,93,Visa,0
D8C6AEB1-397,USER_5799,2025-11-17 05:06:19,526.93,ATM,51740.49,Mobile,Paris,Utilities,0,8,73,Amex,0
2E147F50-45B,USER_5963,2025-08-12 14:26:28,468.92,Online,68123.66,Mobile,Mumbai,Travel,0,7,118,Mastercard,0
E7CA2F68-281,USER_2214,2025-09-17 13:33:30,160.97,Wire Transfer,58416.58,Mobile,Dubai,Finance,0,6,97,Mastercard,0
1F723F1A-05B,USER_8506,2026-05-10 20:07:39,198.36,Online,73854.06,Tablet,Sydney,Entertainment,0,13,77,Amex,0
A0FF1626-7F0,USER_5748,2025-09-25 01:35:30,386.73,Online,83147.02,Mobile,London,Travel,0,8,99,Mastercard,0
9E4DDD0D-D94,USER_1200,2025-09-25 03:02:15,20.46,POS,26053.37,Desktop,Berlin,Utilities,1,13,25,Amex,0
5D872272-D2F,USER_9238,2026-04-25 03:56:11,141.15,POS,94439.22,Mobile,Paris,Retail,0,4,74,Discover,0
EEF1FCCA-BFA,USER_3466,2026-05-16 10:39:47,48.96,Online,30560.52,Laptop,Toronto,Utilities,0,5,82,Visa,0
80985412-13F,USER_9459,2025-09-07 19:55:41,39.7,Wire Transfer,88842.31,Laptop,Toronto,Retail,0,8,13,Mastercard,0
659339E4-6FC,USER_8224,2025-08-07 22:38:42,43.87,Online,13728.75,Mobile,Toronto,Utilities,0,10,19,Amex,0
AC50CF92-53E,USER_2094,2026-04-19 12:44:30,54.04,POS,79639.53,Mobile,London,Food & Beverage,0,13,16,Discover,0
31445F89-CFE,USER_3369,2025-08-21 13:54:05,28.22,Mobile,61821.03,Mobile,Singapore,Electronics,0,2,77,Amex,0
6119B95E-133,USER_4082,2025-08-15 22:36:30,267.81,POS,17069.27,Mobile,Toronto,Entertainment,0,2,119,Discover,0
CB69C2F9-AE5,USER_2764,2025-07-01 00:31:17,44.62,POS,21939.53,Desktop,Dubai,Electronics,0,2,9,Amex,0
2E132EA3-872,USER_6774,2025-09-27 09:26:27,268.26,POS,86570.35,Laptop,Singapore,Utilities,0,9,83,Mastercard,0
7968B986-904,USER_2649,2025-07-26 05:51:31,106.71,Online,42724.2,Mobile,Tokyo,Finance,0,12,104,Discover,0
DF7A7859-A6C,USER_2224,2026-04-30 12:43:15,135.49,POS,86253.46,Laptop,New York,Food & Beverage,0,12,111,Amex,0
AD8F79C3-C08,USER_8930,2026-03-15 16:04:22,86.17,ATM,86696.21,Laptop,Tokyo,Finance,0,4,39,Amex,0
555444F9-252,USER_1293,2025-11-21 21:30:14,56.08,Online,29191.08,Mobile,Berlin,Healthcare,0,12,15,Mastercard,0
CD3BF90E-02C,USER_1834,2025-10-06 07:50:32,53.87,POS,64614.39,Tablet,Mumbai,Travel,0,6,55,Amex,0
3E5AE713-27C,USER_8245,2025-12-28 16:54:46,20.61,Wire Transfer,44057.04,Mobile,New York,Retail,0,11,102,Discover,0
705AF810-5AC,USER_4469,2026-01-13 06:50:19,75.09,Online,83893.75,Laptop,Tokyo,Finance,0,14,18,Mastercard,0
94FE7D81-7FE,USER_2845,2026-03-14 10:40:00,81.92,Online,80717.86,Tablet,Paris,Electronics,0,8,71,Discover,0
91D16087-0E0,USER_2351,2026-05-03 06:40:15,175.8,POS,81938.19,Laptop,New York,Retail,0,1,17,Discover,0
C7110310-159,USER_8517,2026-04-07 13:30:19,32.81,POS,48112.83,Tablet,Paris,Utilities,0,10,116,Mastercard,0
16D48C70-3D5,USER_7125,2025-12-03 10:15:11,134.16,ATM,96492.41,Mobile,Sydney,Entertainment,0,5,116,Visa,0
6087FC7C-74F,USER_8711,2025-08-28 20:06:47,67.6,POS,96398.99,Mobile,Berlin,Healthcare,0,1,77,Mastercard,0
06B09E52-7D2,USER_3190,2026-01-28 01:35:54,111.36,Online,96418.25,Mobile,Tokyo,Finance,0,1,69,Visa,0
6C6B0D6D-7D5,USER_6196,2026-02-07 18:47:36,108.39,POS,90399.06,Laptop,Singapore,Finance,0,8,108,Mastercard,0
7A885F95-182,USER_7969,2025-10-04 02:03:27,225.14,Online,27201.22,Tablet,Tokyo,Entertainment,0,5,108,Visa,0
A10E37D8-4E6,USER_7573,2025-06-25 09:38:08,155.97,Wire Transfer,80138.14,Laptop,Dubai,Healthcare,0,9,1,Amex,0
A07AC215-260,USER_1719,2026-05-22 16:15:33,53.16,Online,13336.53,Mobile,New York,Finance,0,12,15,Amex,0
2448CE31-43A,USER_5280,2025-09-10 10:54:56,261.22,POS,22302.39,Mobile,Toronto,Utilities,0,6,70,Mastercard,0
1B051606-04C,USER_5022,2026-03-26 12:21:02,188.52,POS,1152.69,Tablet,London,Finance,0,5,41,Mastercard,0
7B2045BA-1DE,USER_9550,2025-07-17 05:53:43,69.33,ATM,13793.54,Laptop,London,Finance,0,2,55,Mastercard,0
83A0ED11-CD2,USER_5834,2026-05-31 00:44:05,43.78,Online,54752.72,Laptop,Berlin,Utilities,0,8,77,Amex,0
69BBC0B5-A85,USER_4865,2025-09-15 14:53:04,516.13,ATM,88708.45,Mobile,Sydney,Utilities,0,11,39,Amex,0
D51232C9-CFB,USER_3122,2026-06-16 18:27:24,47.67,ATM,81639.69,Mobile,Tokyo,Finance,0,12,50,Visa,0
DEF00A73-E74,USER_9372,2026-01-06 08:05:39,75.2,ATM,97052.89,Laptop,Paris,Food & Beverage,0,5,69,Visa,0
DE42862B-125,USER_4716,2025-07-16 20:31:55,621.6,Online,14612.93,Mobile,Paris,Food & Beverage,0,3,90,Mastercard,0
487B6A19-BEF,USER_2482,2025-08-24 11:30:19,90.89,Online,6989.16,Laptop,New York,Entertainment,0,8,112,Visa,0
F8BDB3D3-014,USER_3181,2025-10-22 06:12:38,14.46,Online,76395.1,Mobile,Berlin,Healthcare,0,1,94,Amex,0
9C0284D4-368,USER_1951,2026-03-14 07:49:32,192.9,ATM,99295.13,Mobile,Dubai,Finance,0,9,22,Visa,0
232FF440-906,USER_6679,2025-10-03 12:54:04,82.94,Online,86399.6,Laptop,Toronto,Electronics,0,10,73,Discover,0
DCEA2686-F59,USER_8974,2026-01-18 23:55:10,68.41,POS,87971.17,Laptop,Mumbai,Utilities,0,13,101,Discover,0
58958B6B-E4C,USER_6536,2025-09-07 22:30:38,63.26,Online,83055.67,Mobile,Toronto,Utilities,0,12,62,Visa,0
5DEBC434-43C,USER_8447,2025-12-09 18:15:11,16.99,Online,42676.35,Mobile,Paris,Healthcare,0,4,46,Amex,0
E1F24076-688,USER_6302,2025-07-19 20:25:46,111.57,Online,7624.84,Laptop,London,Electronics,1,5,20,Visa,1
F6300EF5-D63,USER_5400,2025-11-24 22:21:17,22.7,Online,84568.24,Mobile,Tokyo,Retail,0,13,64,Mastercard,0
7F74D7C1-74F,USER_9798,2026-05-25 01:23:42,319.66,Mobile,7656.69,Laptop,Mumbai,Electronics,0,6,110,Mastercard,0
65C8D379-9BA,USER_2112,2025-12-20 22:51:47,47.05,ATM,36920.64,Mobile,Sydney,Healthcare,0,1,76,Visa,0
4533A540-24C,USER_8915,2025-07-21 15:30:25,43.19,POS,92227.72,Mobile,Mumbai,Healthcare,0,5,8,Mastercard,0
4D8AB961-871,USER_4005,2026-06-21 17:27:34,161.35,POS,41150.35,Mobile,Paris,Entertainment,0,2,57,Amex,0
1AB582DF-AC2,USER_2230,2025-11-08 14:49:16,145.06,Online,57182.82,Laptop,New York,Entertainment,0,10,50,Mastercard,0
9FBCACD9-034,USER_9437,2025-10-18 23:24:33,26.62,Online,15269.52,Laptop,Toronto,Food & Beverage,0,2,61,Amex,0
CA2B8908-1C3,USER_4288,2026-06-19 00:56:24,65.02,Wire Transfer,29360.05,Desktop,Singapore,Electronics,0,5,82,Mastercard,0
01D8CE8D-7F7,USER_1948,2025-12-18 13:20:39,28.17,Online,34973.13,Tablet,Toronto,Retail,0,13,94,Visa,0
B0BCB76F-5A6,USER_9505,2025-09-21 10:22:01,4343.32,Mobile,8979.78,Mobile,London,Entertainment,1,45,16,Amex,1
3261C514-7CB,USER_8684,2025-12-06 00:29:30,118.84,Online,53151.29,Tablet,Toronto,Utilities,0,9,42,Mastercard,0
B750E549-619,USER_7353,2025-10-19 20:51:32,31.06,POS,48460.73,Tablet,Paris,Finance,0,8,34,Visa,0
AADF67EA-689,USER_4879,2025-12-11 19:17:52,533.41,POS,85751.85,Tablet,Toronto,Utilities,0,2,4,Discover,0
69EA69CF-F35,USER_2308,2025-06-28 21:30:35,7.65,Wire Transfer,70595.31,Laptop,Sydney,Food & Beverage,0,3,26,Visa,0
88F9EFF7-BD1,USER_9249,2026-03-22 02:25:20,40.35,Online,61308.58,Desktop,Singapore,Food & Beverage,0,7,70,Mastercard,0
E7E040F5-FE1,USER_6668,2026-03-03 17:33:04,74.39,ATM,85155.19,Desktop,Toronto,Travel,0,14,1,Visa,0
5AB2A09B-AF1,USER_8424,2025-11-09 11:58:01,373.21,ATM,67324.82,Tablet,Paris,Entertainment,0,7,73,Mastercard,0
C76DA30F-157,USER_9314,2026-02-10 09:22:40,48.72,POS,33229.43,Laptop,Sydney,Finance,0,10,74,Amex,0
475A1B5F-C17,USER_1490,2025-12-22 00:21:25,82.54,POS,57253.93,Desktop,Mumbai,Healthcare,0,11,11,Mastercard,0
E02FCD50-5A7,USER_4417,2026-01-17 22:00:14,30.03,Online,4543.18,Laptop,Mumbai,Electronics,0,7,11,Mastercard,0
625F54EB-A63,USER_7023,2025-08-13 12:30:18,173.74,ATM,89660.21,Mobile,Tokyo,Finance,0,13,21,Amex,0
1E52F0A0-F8F,USER_5700,2025-09-20 23:28:12,68.35,POS,23104.69,Laptop,Berlin,Travel,0,4,66,Discover,0
D352B2E8-5A6,USER_7290,2025-08-08 08:38:33,277.09,POS,23772.52,Mobile,Dubai,Healthcare,0,2,19,Discover,0
E5110952-55E,USER_7927,2026-03-06 08:16:30,869.84,Online,8573.03,Laptop,Toronto,Food & Beverage,0,6,87,Discover,0
5269A7AF-0F6,USER_6419,2026-02-21 15:09:07,57.73,Online,13730.12,Desktop,London,Entertainment,0,5,83,Discover,0
249E9601-E2A,USER_6762,2025-11-28 08:21:55,57.69,Online,51784.74,Mobile,Singapore,Finance,0,11,73,Mastercard,0
959BE57A-1D4,USER_7680,2025-08-14 13:10:37,26.64,Online,96231.36,Mobile,Mumbai,Finance,1,2,69,Mastercard,0
